micros,pressure,temperature
976102.00,1009.7100,21.94
977366.00,1009.8300,21.95
978622.00,1009.9300,21.90
979878.00,1009.8000,21.94
981134.00,1009.7700,21.92
982390.00,1009.9300,21.90
983654.00,1009.9000,21.89
984910.00,1009.8700,21.92
986182.00,1010.2800,21.99
987446.00,1010.2800,21.94
988714.00,1009.8700,22.02
989970.00,1009.7700,21.92
991228.00,1009.5400,21.90
992490.00,1010.0900,21.99
993742.00,1009.6100,21.94
994998.00,1010.2200,21.95
996256.00,1009.6400,21.95
997510.00,1010.2200,21.95
998770.00,1009.9000,21.94
1000024.00,1009.7400,21.90
1001280.00,1009.5500,21.95
1002542.00,1009.8000,21.94
1003794.00,1009.9300,21.95
1005050.00,1009.9600,21.97
1006310.00,1009.9300,21.95
1007574.00,1010.1200,22.00
1008854.00,1009.4500,21.90
1010108.00,1009.8300,21.90
1011372.00,1009.7700,21.92
1012638.00,1009.7100,21.99
1013914.00,1009.2600,21.90
1015192.00,1009.9900,21.94
1016468.00,1009.8700,21.97
1017728.00,1009.4800,21.97
1018990.00,1009.9300,21.95
1020250.00,1009.9300,21.95
1021504.00,1010.1900,21.94
1022762.00,1009.6100,21.94
1024014.00,1009.9900,21.94
1025272.00,1009.6400,21.90
1026526.00,1009.9600,21.97
1027784.00,1010.0300,21.95
1029046.00,1009.6400,21.95
1030312.00,1009.3500,21.90
1031582.00,1009.7000,21.89
1032846.00,1009.6400,21.95
1034104.00,1010.2500,21.97
1035362.00,1009.6400,21.95
1036616.00,1009.9000,21.94
1037886.00,1009.6100,21.94
1039142.00,1009.8700,21.97
1040398.00,1009.8700,21.97
1041654.00,1010.1200,22.00
1042910.00,1009.7100,21.94
1044162.00,1010.0600,21.97
1045416.00,1010.2200,22.00
1046670.00,1009.9300,22.00
1047930.00,1009.7400,21.90
1049186.00,1009.5800,21.97
1050444.00,1009.7100,21.94
1051698.00,1009.7700,21.92
1052962.00,1010.1600,21.97
1054220.00,1009.8300,21.90
1055478.00,1009.9600,21.97
1056738.00,1010.2800,21.94
1057994.00,1009.9600,21.97
1059262.00,1010.0900,21.99
1060526.00,1009.7400,22.00
1061784.00,1009.9600,21.97
1063042.00,1009.8700,21.92
1064298.00,1009.4500,21.90
1065564.00,1009.9900,21.94
1066822.00,1009.9300,21.95
1068074.00,1010.2500,21.97
1069330.00,1010.1900,21.99
1070586.00,1010.0900,21.99
1071844.00,1009.7100,21.94
1073098.00,1009.9000,21.94
1074358.00,1010.1200,21.95
1075614.00,1010.2500,21.97
1076880.00,1010.0300,22.00
1078154.00,1010.0000,21.99
1079418.00,1009.8000,21.99
1080674.00,1010.0000,22.04
1081938.00,1010.1200,21.95
1083194.00,1009.8700,21.97
1084458.00,1010.1600,22.02
1085714.00,1010.0900,21.94
1086972.00,1009.9600,21.87
1088230.00,1010.0900,21.99
1089490.00,1009.8000,21.99
1090744.00,1009.8700,21.92
1092000.00,1009.7700,21.92
1093258.00,1009.6700,21.97
1094518.00,1009.8300,21.95
1095774.00,1010.1600,21.97
1097030.00,1009.8700,21.97
1098286.00,1009.8000,21.94
1099566.00,1010.1600,21.97
1100820.00,1010.3800,21.99
1102082.00,1009.8400,22.00
1103352.00,1010.1500,21.92
1104606.00,1010.0300,21.95
1105862.00,1009.9000,21.99
1107120.00,1010.0200,21.90
1108378.00,1010.3800,22.04
1109634.00,1009.9300,21.90
1110892.00,1009.7100,21.94
1112158.00,1009.8300,21.95
1113414.00,1009.7100,21.94
1114670.00,1009.9600,21.92
1115922.00,1009.7400,21.95
1117178.00,1009.7700,21.92
1118438.00,1009.7100,21.94
1119696.00,1009.7700,21.92
1120962.00,1009.8700,21.97
1122230.00,1010.0300,21.95
1123488.00,1009.7400,21.95
1124750.00,1009.7000,21.89
1126006.00,1009.6400,21.95
1127262.00,1009.6800,22.02
1128518.00,1010.0600,22.02
1129770.00,1009.9000,21.94
1131030.00,1009.5100,21.94
1132288.00,1009.7700,21.97
1133546.00,1010.0000,21.99
1134812.00,1009.8400,22.00
1136078.00,1009.8000,21.89
1137370.00,1009.8700,21.97
1138636.00,1009.7100,21.94
1139914.00,1010.0000,22.04
1141186.00,1009.4500,21.95
1142442.00,1010.0900,22.04
1143702.00,1009.3200,21.94
1144954.00,1010.1600,22.07
1146228.00,1010.0200,21.85
1147490.00,1009.4500,22.00
1148766.00,1009.7700,21.97
1150022.00,1010.5400,22.02
1151276.00,1009.5800,21.97
1152534.00,1010.0900,21.94
1153798.00,1009.9600,21.92
1155058.00,1010.0300,21.95
1156316.00,1010.0300,21.95
1157572.00,1009.6100,21.94
1158828.00,1009.9600,21.97
1160082.00,1009.8700,21.97
