micros,pressure,temperature
350129.00,1009.4200,22.04
350773.00,1009.7100,22.04
351406.00,1009.4200,22.04
352035.00,1009.1300,22.04
352671.00,1009.1300,22.04
353302.00,1009.7100,22.04
353938.00,1009.2300,22.04
354567.00,1009.6100,22.04
355205.00,1009.7100,22.04
355842.00,1009.3200,22.04
356469.00,1009.5200,22.04
357111.00,1009.4200,22.04
357750.00,1009.3200,22.04
358384.00,1009.5200,22.04
359026.00,1009.2300,22.04
359666.00,1009.3200,22.04
360301.00,1009.4200,22.04
360944.00,1008.9400,22.04
361581.00,1009.4200,22.04
362220.00,1009.6100,22.04
362856.00,1009.5200,22.04
363491.00,1009.5200,22.04
364125.00,1009.5200,22.04
364764.00,1009.4200,22.04
365413.00,1009.5200,22.04
366056.00,1009.5200,22.04
366689.00,1009.2300,22.04
367333.00,1009.7100,22.04
367965.00,1009.4200,22.04
368593.00,1009.6100,22.04
369241.00,1009.7100,22.04
369882.00,1009.7100,22.04
370513.00,1009.6100,22.04
371151.00,1009.6100,22.04
371792.00,1009.4200,22.04
372425.00,1009.3200,22.04
373056.00,1009.3200,22.04
373687.00,1009.3200,22.04
374317.00,1009.3200,22.04
374952.00,1009.4200,22.04
375579.00,1009.0400,22.04
376214.00,1009.2300,22.04
376844.00,1009.4200,22.04
377477.00,1009.3200,22.04
378110.00,1009.6100,22.04
378742.00,1009.5200,22.04
379372.00,1009.3200,22.04
380010.00,1009.1300,22.04
380641.00,1009.4200,22.04
381270.00,1008.9400,22.04
381915.00,1009.0400,22.04
382550.00,1009.6100,22.04
383189.00,1009.0400,22.04
383844.00,1009.8000,22.04
384477.00,1009.6100,22.04
385117.00,1008.8400,22.04
385747.00,1009.4200,22.04
386393.00,1009.6100,22.04
387029.00,1009.6100,22.04
387658.00,1009.3200,22.04
388305.00,1009.5200,22.04
388943.00,1009.4200,22.04
389591.00,1009.7100,22.04
390239.00,1009.6100,22.04
390883.00,1009.1300,22.04
391521.00,1009.0400,22.04
392154.00,1009.7100,22.04
392793.00,1009.7100,22.04
393424.00,1009.4200,22.04
394061.00,1009.3200,22.04
394690.00,1009.0400,22.04
395325.00,1009.3200,22.04
395957.00,1009.1300,22.04
396588.00,1008.9400,22.04
397220.00,1009.7100,22.04
397864.00,1009.6100,22.04
398494.00,1009.5200,22.04
399132.00,1009.1300,22.04
399760.00,1009.6100,22.04
400396.00,1009.6100,22.04
401026.00,1009.6100,22.04
401660.00,1009.2300,22.04
402289.00,1009.3200,22.04
402932.00,1009.4200,22.04
403560.00,1009.1300,22.04
404190.00,1009.1300,22.04
404826.00,1009.9000,22.04
405474.00,1009.4200,22.04
406113.00,1009.2300,22.04
406744.00,1009.2300,22.04
407380.00,1009.4200,22.04
408010.00,1009.0400,22.04
408644.00,1009.3200,22.04
409274.00,1009.6100,22.04
409909.00,1009.3200,22.04
410539.00,1009.3200,22.04
411174.00,1010.0900,22.04
411805.00,1009.1300,22.04
412442.00,1009.4200,22.04
413073.00,1009.7100,22.04
413707.00,1009.5200,22.04
414338.00,1009.4200,22.04
414977.00,1009.7100,22.04
415609.00,1009.3200,22.04
416238.00,1009.5200,22.04
416905.00,1009.6100,22.04
417545.00,1009.6100,22.04
418189.00,1009.4200,22.04
418822.00,1009.1300,22.04
419462.00,1009.4200,22.04
420100.00,1009.3200,22.04
420740.00,1009.3200,22.04
421373.00,1009.3200,22.04
422016.00,1009.9000,22.04
422648.00,1009.1300,22.04
423290.00,1009.5200,22.04
423928.00,1009.4200,22.04
424567.00,1009.3200,22.04
425202.00,1009.2300,22.04
425842.00,1009.4200,22.04
426478.00,1009.3200,22.04
427119.00,1009.4200,22.04
427764.00,1009.4200,22.04
428396.00,1009.5200,22.04
429033.00,1009.5200,22.04
429686.00,1009.6100,22.04
430319.00,1009.4200,22.04
430953.00,1009.2300,22.04
431583.00,1009.6100,22.04
432220.00,1009.2300,22.04
432849.00,1009.2300,22.04
433486.00,1009.1300,22.04
434115.00,1008.9400,22.04
434750.00,1009.4200,22.04
435383.00,1009.0400,22.04
436018.00,1009.4200,22.04
436648.00,1009.2300,22.04
437286.00,1009.3200,22.04
437918.00,1009.4200,22.04
438550.00,1009.5200,22.04
439181.00,1009.6100,22.04
439823.00,1009.0400,22.04
440457.00,1008.9400,22.04
441088.00,1009.2300,22.04
441741.00,1009.7100,22.04
442379.00,1008.8400,22.04
443020.00,1009.8000,22.04
443658.00,1009.4200,22.04
444297.00,1009.3200,22.04
444936.00,1009.3200,22.04
445574.00,1009.5200,22.04
446209.00,1008.9400,22.04
446848.00,1009.6100,22.04
447489.00,1009.5200,22.04
448123.00,1009.7100,22.04
448753.00,1009.9000,22.04
449392.00,1009.6100,22.04
450025.00,1009.4200,22.04
450670.00,1009.6100,22.04
451306.00,1009.3200,22.04
451969.00,1009.1300,22.04
452602.00,1009.5200,22.04
453255.00,1009.4200,22.04
453901.00,1009.3200,22.04
454550.00,1009.3200,22.04
455179.00,1009.7100,22.04
455829.00,1009.8000,22.04
456471.00,1009.5200,22.04
457107.00,1009.4200,22.04
457737.00,1009.7100,22.04
458372.00,1009.3200,22.04
459001.00,1009.0400,22.04
459635.00,1009.4200,22.04
460266.00,1009.5200,22.04
460900.00,1009.3200,22.04
461532.00,1009.8000,22.04
462166.00,1009.4200,22.04
462795.00,1009.9000,22.04
463438.00,1009.6100,22.04
464069.00,1009.4200,22.04
464697.00,1009.3200,22.04
465344.00,1009.3200,22.04
465983.00,1009.7100,22.04
466620.00,1009.3200,22.04
467254.00,1009.3200,22.04
467895.00,1009.5200,22.04
468534.00,1009.5200,22.04
469178.00,1008.8400,22.04
469813.00,1009.4200,22.04
470453.00,1009.5200,22.04
471093.00,1009.6100,22.04
471732.00,1009.4200,22.04
472367.00,1009.2300,22.04
473008.00,1009.6100,22.04
473642.00,1009.4200,22.04
474283.00,1009.2300,22.04
474917.00,1009.1300,22.04
475555.00,1009.3200,22.04
476187.00,1009.3200,22.04
476815.00,1009.3200,22.04
477476.00,1009.4200,22.04
478115.00,1009.4200,22.04
478744.00,1009.2300,22.04
479382.00,1009.4200,22.04
480014.00,1008.7500,22.04
480646.00,1009.6100,22.04
481276.00,1009.5200,22.04
481907.00,1008.9400,22.04
482536.00,1009.3200,22.04
483174.00,1009.1300,22.04
483801.00,1009.3200,22.04
484438.00,1009.4200,22.04
485070.00,1009.1300,22.04
485704.00,1009.4200,22.04
486336.00,1009.2300,22.04
